statement,label
Plants require excess oxygen to survive.,0
Polar ice caps are primarily made of saltwater.,0
The process of pollination is crucial for plant reproduction.,1
The human eye can see infrared light.,0
The coldest place on Earth is the equator.,0
Water freezes at 100 degrees Celsius.,0
The Coriolis effect influences the movement of large-scale weather systems.,1
Camouflage helps animals blend with their environment.,1
The study of substances and their interactions is called chemistry.,1
Iron rusts in the presence of oxygen and water.,1
A circle has 200 degrees.,0
The Olympic Games are held every four years.,1
There are light microscopes and electron microscopes.,1
Friction is the force that encourages motion between two surfaces in contact.,0
The Milky Way is a spiral galaxy.,1
Water is useless for life.,0
Neptune has the calmest winds in the solar system.,0
Polar bears have black fur to stand out in their snowy environment.,0
Rainbows are formed when sound is reflected off of dirt particles in the air.,0
The greenhouse effect reduces Earth's temperature.,0
The Pacific Ocean is the smallest ocean in the world.,0
"Trees are not plants, they are animals.",0
Polar bears have white fur to camouflage in their snowy environment.,1
"Humans need air, water, and food to survive.",1
Oxygen is harmful to human breathing.,0
Iron remains unaffected in the presence of oxygen and water.,0
"The capital of the United States is Washington, D.C.",1
The tallest building in the world is the Burj Khalifa in Dubai.,1
The largest desert in the world is the Arctic.,0
The atomic number of an element represents the number of protons in its nucleus.,1
"The pH scale measures the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",1
"The process by which a gas turns directly into a solid, without becoming a liquid, is called sublimation.",0
The largest volcano in the world is located in Europe.,0
The human body has more than 600 muscles.,1
There are 50 hours in a day.,0
"The human body is made up of bones, muscles, and organs.",1
The human brain is uninvolved in the body's functions and emotions.,0
The human body has 206 bones.,1
Echoes are sound waves absorbed by surfaces.,0
The moon is made of cheese.,0
The human brain weighs around 3 pounds.,1
The human urinary system helps remove waste products from the body.,1
The planet Jupiter is the largest planet in our solar system.,1
The smallest tree in the world is the redwood.,0
Venus has a thick atmosphere.,1
There are at least 118 elements on the periodic table.,1
The speed of light is the fastest known speed in the universe.,1
The Amazon rainforest is home to immense biodiversity.,1
Sunflowers follow the movement of the moon across the sky.,0
The Sahara is the smallest hot desert.,0
The tallest land mammal in the world is the giraffe.,1
Saturn has no rings.,0
Plate tectonics shape the Earth's surface.,1
Chocolate is a popular dessert.,1
A day on Earth is approximately 365.25 days long.,0
The largest animal in the world is a mosquito.,0
Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,0
The speed of light is approximately 10 meters per second.,0
Grass is purple.,0
Magnetism is a force that attracts or repels certain materials.,1
Ecosystems exclude living organisms and their physical environment.,0
The fastest animal in the world is the sloth.,0
"Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",0
Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,0
A substance that cannot be broken down into simpler substances by chemical means is called an element.,1
Fossils are unpreserved remains of organisms that live in the present.,0
A human pregnancy typically lasts around 9 months.,1
The longest highway in the world is the Pan-American Highway.,1
Coral reefs are made of living organisms.,1
Most fish live on land.,0
The human muscular system allows us to move and lift things.,1
Jupiter is mostly made of hydrogen and helium.,1
"Tides are caused by the gravitational interactions between the Earth, Moon, and Sun.",1
"Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",1
The first animal to orbit Earth was a dog named Laika.,1
Snow is cold.,1
There are no deserts in Australia.,0
The planet Venus is the hottest planet in our solar system.,1
The fastest mammal in the world is the turtle.,0
Plants use photosynthesis to create energy from sunlight.,1
Hybrids are the offspring of two plants or animals from different species or varieties.,1
"Humans have six senses: sight, hearing, touch, taste, echolocation, and telekinesis.",0
